,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,PERIOD,EPOCH,AGE / STAGE,Age (Ma),87Sr/86Sr mean,87Sr/8Sr min,87sr/86Sr max,Half-width interval,rate of change,extrapolated
,,Triassic,Late Triassic,Norian,223.05,0.707713,0.707698,0.707727,15,9,
,,Triassic,Late Triassic,Norian,223.10,0.707712,0.707697,0.707727,15,9,
,,Triassic,Late Triassic,Norian,223.15,0.707712,0.707697,0.707726,15,9,
,,Triassic,Late Triassic,Norian,223.20,0.707711,0.707696,0.707726,15,9,
,,Triassic,Late Triassic,Norian,223.25,0.707711,0.707696,0.707725,15,9,
,,Triassic,Late Triassic,Norian,223.30,0.707710,0.707695,0.707726,15,8,
,,Triassic,Late Triassic,Norian,223.35,0.707710,0.707695,0.707725,15,8,
,,Triassic,Late Triassic,Norian,223.40,0.707710,0.707694,0.707725,15,8,
,,Triassic,Late Triassic,Norian,223.45,0.707709,0.707694,0.707725,15,7,
,,Triassic,Late Triassic,Norian,223.50,0.707709,0.707693,0.707724,15,7,
,,Triassic,Late Triassic,Norian,223.55,0.707709,0.707693,0.707724,15,7,
,,Triassic,Late Triassic,Norian,223.60,0.707708,0.707693,0.707724,15,7,
,,Triassic,Late Triassic,Norian,223.65,0.707708,0.707692,0.707723,16,6,
,,Triassic,Late Triassic,Norian,223.70,0.707708,0.707692,0.707723,16,6,
,,Triassic,Late Triassic,Norian,223.75,0.707707,0.707692,0.707723,16,6,
,,Triassic,Late Triassic,Norian,223.80,0.707707,0.707691,0.707723,16,5,
,,Triassic,Late Triassic,Norian,223.85,0.707707,0.707691,0.707723,16,5,
,,Triassic,Late Triassic,Norian,223.90,0.707707,0.707691,0.707722,16,5,
,,Triassic,Late Triassic,Norian,223.95,0.707706,0.707691,0.707722,16,4,
,,Triassic,Late Triassic,Norian,224.00,0.707706,0.707690,0.707722,16,4,
,,Triassic,Late Triassic,Norian,224.05,0.707706,0.707690,0.707722,16,4,
,,Triassic,Late Triassic,Norian,224.10,0.707706,0.707690,0.707722,16,4,
,,Triassic,Late Triassic,Norian,224.15,0.707706,0.707690,0.707722,16,4,
,,Triassic,Late Triassic,Norian,224.20,0.707705,0.707689,0.707722,16,4,
,,Triassic,Late Triassic,Norian,224.25,0.707705,0.707689,0.707721,16,3,
,,Triassic,Late Triassic,Norian,224.30,0.707705,0.707689,0.707721,16,3,
,,Triassic,Late Triassic,Norian,224.35,0.707705,0.707689,0.707721,16,3,
,,Triassic,Late Triassic,Norian,224.40,0.707705,0.707689,0.707721,16,3,
,,Triassic,Late Triassic,Norian,224.45,0.707705,0.707688,0.707721,16,3,
,,Triassic,Late Triassic,Norian,224.50,0.707705,0.707688,0.707721,16,3,
,,Triassic,Late Triassic,Norian,224.55,0.707704,0.707688,0.707721,16,3,
,,Triassic,Late Triassic,Norian,224.60,0.707704,0.707688,0.707721,16,2,
,,Triassic,Late Triassic,Norian,224.65,0.707704,0.707688,0.707721,16,2,
,,Triassic,Late Triassic,Norian,224.70,0.707704,0.707688,0.707721,16,2,
,,Triassic,Late Triassic,Norian,224.75,0.707704,0.707687,0.707720,16,2,
,,Triassic,Late Triassic,Norian,224.80,0.707704,0.707687,0.707720,17,2,
,,Triassic,Late Triassic,Norian,224.85,0.707704,0.707687,0.707720,17,2,
,,Triassic,Late Triassic,Norian,224.90,0.707704,0.707687,0.707720,17,2,
,,Triassic,Late Triassic,Norian,224.95,0.707704,0.707687,0.707720,17,2,
,,Triassic,Late Triassic,Norian,225.00,0.707703,0.707687,0.707720,17,2,
,,Triassic,Late Triassic,Norian,225.05,0.707703,0.707686,0.707720,17,2,
,,Triassic,Late Triassic,Norian,225.10,0.707703,0.707686,0.707720,17,2,
,,Triassic,Late Triassic,Norian,225.15,0.707703,0.707686,0.707720,17,2,
,,Triassic,Late Triassic,Norian,225.20,0.707703,0.707686,0.707720,17,2,
,,Triassic,Late Triassic,Norian,225.25,0.707703,0.707686,0.707720,17,2,
,,Triassic,Late Triassic,Norian,225.30,0.707703,0.707686,0.707720,17,2,
,,Triassic,Late Triassic,Norian,225.35,0.707703,0.707686,0.707720,17,2,
,,Triassic,Late Triassic,Norian,225.40,0.707703,0.707685,0.707720,17,2,
,,Triassic,Late Triassic,Norian,225.45,0.707702,0.707685,0.707719,17,2,
,,Triassic,Late Triassic,Norian,225.50,0.707702,0.707685,0.707719,17,3,
,,Triassic,Late Triassic,Norian,225.55,0.707702,0.707685,0.707719,17,3,
,,Triassic,Late Triassic,Norian,225.60,0.707702,0.707685,0.707719,17,3,
,,Triassic,Late Triassic,Norian,225.65,0.707702,0.707685,0.707719,17,3,
,,Triassic,Late Triassic,Norian,225.70,0.707702,0.707685,0.707719,17,3,
,,Triassic,Late Triassic,Norian,225.75,0.707702,0.707685,0.707719,17,3,
,,Triassic,Late Triassic,Norian,225.80,0.707701,0.707684,0.707718,17,3,
,,Triassic,Late Triassic,Norian,225.85,0.707701,0.707684,0.707718,17,4,
,,Triassic,Late Triassic,Norian,225.90,0.707701,0.707684,0.707718,17,4,
,,Triassic,Late Triassic,Norian,225.95,0.707701,0.707684,0.707718,17,4,
,,Triassic,Late Triassic,Norian,226.00,0.707701,0.707684,0.707717,17,4,
,,Triassic,Late Triassic,Norian,226.05,0.707700,0.707684,0.707717,17,4,
,,Triassic,Late Triassic,Norian,226.10,0.707700,0.707683,0.707717,17,5,
,,Triassic,Late Triassic,Norian,226.15,0.707700,0.707683,0.707717,17,5,
,,Triassic,Late Triassic,Norian,226.20,0.707700,0.707683,0.707716,17,5,
,,Triassic,Late Triassic,Norian,226.25,0.707699,0.707683,0.707716,17,6,
,,Triassic,Late Triassic,Norian,226.30,0.707699,0.707682,0.707716,17,6,
,,Triassic,Late Triassic,Norian,226.35,0.707699,0.707682,0.707715,17,6,
,,Triassic,Late Triassic,Norian,226.40,0.707698,0.707682,0.707715,17,6,
,,Triassic,Late Triassic,Norian,226.45,0.707698,0.707682,0.707715,17,7,
,,Triassic,Late Triassic,Norian,226.50,0.707698,0.707681,0.707715,17,7,
,,Triassic,Late Triassic,Norian,226.55,0.707697,0.707681,0.707714,17,7,
,,Triassic,Late Triassic,Norian,226.60,0.707697,0.707680,0.707714,17,8,
,,Triassic,Late Triassic,Norian,226.65,0.707697,0.707680,0.707713,17,8,
,,Triassic,Late Triassic,Norian,226.70,0.707696,0.707680,0.707713,17,8,
,,Triassic,Late Triassic,Norian,226.75,0.707696,0.707679,0.707713,17,9,
,,Triassic,Late Triassic,"Norian, base = 226.8",226.80,0.707695,0.707679,0.707712,17,9,
,,Triassic,Late Triassic,Carnian,226.85,0.707695,0.707678,0.707712,17,9,
,,Triassic,Late Triassic,Carnian,226.90,0.707694,0.707677,0.707711,17,9,
,,Triassic,Late Triassic,Carnian,226.95,0.707694,0.707677,0.707711,17,10,
,,Triassic,Late Triassic,Carnian,227.00,0.707693,0.707676,0.707711,17,10,
,,Triassic,Late Triassic,Carnian,227.05,0.707693,0.707676,0.707710,17,10,
,,Triassic,Late Triassic,Carnian,227.10,0.707692,0.707675,0.707710,17,10,
,,Triassic,Late Triassic,Carnian,227.15,0.707692,0.707674,0.707709,17,11,
,,Triassic,Late Triassic,Carnian,227.20,0.707691,0.707674,0.707709,17,11,
,,Triassic,Late Triassic,Carnian,227.25,0.707691,0.707673,0.707708,18,11,
,,Triassic,Late Triassic,Carnian,227.30,0.707690,0.707673,0.707708,18,12,
,,Triassic,Late Triassic,Carnian,227.35,0.707690,0.707672,0.707707,18,12,
,,Triassic,Late Triassic,Carnian,227.40,0.707689,0.707671,0.707707,18,12,
,,Triassic,Late Triassic,Carnian,227.45,0.707688,0.707671,0.707706,18,12,
,,Triassic,Late Triassic,Carnian,227.50,0.707688,0.707670,0.707706,18,12,
,,Triassic,Late Triassic,Carnian,227.55,0.707687,0.707669,0.707705,18,12,
,,Triassic,Late Triassic,Carnian,227.60,0.707687,0.707668,0.707705,18,13,
,,Triassic,Late Triassic,Carnian,227.65,0.707686,0.707668,0.707704,18,13,
,,Triassic,Late Triassic,Carnian,227.70,0.707685,0.707667,0.707704,18,13,
,,Triassic,Late Triassic,Carnian,227.75,0.707685,0.707666,0.707703,19,13,
,,Triassic,Late Triassic,Carnian,227.80,0.707684,0.707665,0.707703,19,13,
,,Triassic,Late Triassic,Carnian,227.85,0.707683,0.707665,0.707702,19,13,
,,Triassic,Late Triassic,Carnian,227.90,0.707683,0.707664,0.707701,19,13,
,,Triassic,Late Triassic,Carnian,227.95,0.707682,0.707663,0.707701,19,13,
,,Triassic,Late Triassic,Carnian,228.00,0.707681,0.707663,0.707700,19,13,
,,Triassic,Late Triassic,Carnian,228.05,0.707681,0.707662,0.707700,19,13,
,,Triassic,Late Triassic,Carnian,228.10,0.707680,0.707661,0.707699,19,13,
,,Triassic,Late Triassic,Carnian,228.15,0.707679,0.707660,0.707698,19,13,
,,Triassic,Late Triassic,Carnian,228.20,0.707679,0.707660,0.707698,19,13,
,,Triassic,Late Triassic,Carnian,228.25,0.707678,0.707659,0.707697,19,13,
,,Triassic,Late Triassic,Carnian,228.30,0.707677,0.707659,0.707696,19,13,
,,Triassic,Late Triassic,Carnian,228.35,0.707677,0.707658,0.707696,19,13,
,,Triassic,Late Triassic,Carnian,228.40,0.707676,0.707657,0.707695,19,13,
,,Triassic,Late Triassic,Carnian,228.45,0.707676,0.707657,0.707694,19,12,
,,Triassic,Late Triassic,Carnian,228.50,0.707675,0.707656,0.707694,19,12,
,,Triassic,Late Triassic,Carnian,228.55,0.707674,0.707656,0.707693,19,12,
,,Triassic,Late Triassic,Carnian,228.60,0.707674,0.707655,0.707692,18,12,
,,Triassic,Late Triassic,Carnian,228.65,0.707673,0.707655,0.707691,18,12,
,,Triassic,Late Triassic,Carnian,228.70,0.707672,0.707654,0.707691,18,12,
,,Triassic,Late Triassic,Carnian,228.75,0.707672,0.707654,0.707690,18,12,
,,Triassic,Late Triassic,Carnian,228.80,0.707671,0.707653,0.707689,18,12,
,,Triassic,Late Triassic,Carnian,228.85,0.707671,0.707653,0.707688,18,12,
,,Triassic,Late Triassic,Carnian,228.90,0.707670,0.707653,0.707688,17,12,
,,Triassic,Late Triassic,Carnian,228.95,0.707670,0.707652,0.707687,17,12,
,,Triassic,Late Triassic,Carnian,229.00,0.707669,0.707652,0.707686,17,12,
,,Triassic,Late Triassic,Carnian,229.05,0.707668,0.707652,0.707685,17,12,
,,Triassic,Late Triassic,Carnian,229.10,0.707668,0.707651,0.707684,17,12,
,,Triassic,Late Triassic,Carnian,229.15,0.707667,0.707651,0.707684,16,12,
,,Triassic,Late Triassic,Carnian,229.20,0.707667,0.707650,0.707683,16,12,
,,Triassic,Late Triassic,Carnian,229.25,0.707666,0.707650,0.707682,16,12,
,,Triassic,Late Triassic,Carnian,229.30,0.707665,0.707649,0.707681,16,12,
,,Triassic,Late Triassic,Carnian,229.35,0.707665,0.707649,0.707681,16,12,
,,Triassic,Late Triassic,Carnian,229.40,0.707664,0.707648,0.707680,16,12,
,,Triassic,Late Triassic,Carnian,229.45,0.707664,0.707648,0.707679,16,12,
,,Triassic,Late Triassic,Carnian,229.50,0.707663,0.707647,0.707679,16,12,
,,Triassic,Late Triassic,Carnian,229.55,0.707662,0.707647,0.707678,16,12,
,,Triassic,Late Triassic,Carnian,229.60,0.707662,0.707646,0.707677,16,12,
,,Triassic,Late Triassic,Carnian,229.65,0.707661,0.707646,0.707677,16,12,
,,Triassic,Late Triassic,Carnian,229.70,0.707661,0.707645,0.707676,16,12,
,,Triassic,Late Triassic,Carnian,229.75,0.707660,0.707644,0.707675,15,13,
,,Triassic,Late Triassic,Carnian,229.80,0.707659,0.707644,0.707675,16,13,
,,Triassic,Late Triassic,Carnian,229.85,0.707659,0.707643,0.707674,15,13,
,,Triassic,Late Triassic,Carnian,229.90,0.707658,0.707643,0.707673,15,13,
,,Triassic,Late Triassic,Carnian,229.95,0.707657,0.707642,0.707673,15,13,
,,Triassic,Late Triassic,Carnian,230.00,0.707657,0.707641,0.707672,15,13,
,,Triassic,Late Triassic,Carnian,230.05,0.707656,0.707641,0.707671,15,13,
,,Triassic,Late Triassic,Carnian,230.10,0.707655,0.707640,0.707671,15,13,
,,Triassic,Late Triassic,Carnian,230.15,0.707655,0.707639,0.707670,15,13,
,,Triassic,Late Triassic,Carnian,230.20,0.707654,0.707639,0.707669,15,13,
,,Triassic,Late Triassic,Carnian,230.25,0.707653,0.707638,0.707669,15,13,
,,Triassic,Late Triassic,Carnian,230.30,0.707653,0.707637,0.707668,15,13,
,,Triassic,Late Triassic,Carnian,230.35,0.707652,0.707637,0.707667,15,13,
,,Triassic,Late Triassic,Carnian,230.40,0.707651,0.707636,0.707667,15,13,
,,Triassic,Late Triassic,Carnian,230.45,0.707651,0.707635,0.707666,15,13,
,,Triassic,Late Triassic,Carnian,230.50,0.707650,0.707635,0.707665,15,13,
,,Triassic,Late Triassic,Carnian,230.55,0.707649,0.707634,0.707665,15,13,
,,Triassic,Late Triassic,Carnian,230.60,0.707649,0.707633,0.707664,15,13,
,,Triassic,Late Triassic,Carnian,230.65,0.707648,0.707633,0.707663,15,13,
,,Triassic,Late Triassic,Carnian,230.70,0.707647,0.707632,0.707663,15,13,
,,Triassic,Late Triassic,Carnian,230.75,0.707647,0.707631,0.707662,16,13,
,,Triassic,Late Triassic,Carnian,230.80,0.707646,0.707631,0.707662,16,13,
,,Triassic,Late Triassic,Carnian,230.85,0.707645,0.707630,0.707661,16,13,
,,Triassic,Late Triassic,Carnian,230.90,0.707645,0.707629,0.707660,16,14,
,,Triassic,Late Triassic,Carnian,230.95,0.707644,0.707628,0.707660,16,14,
,,Triassic,Late Triassic,Carnian,231.00,0.707643,0.707628,0.707659,16,14,
,,Triassic,Late Triassic,Carnian,231.05,0.707643,0.707627,0.707658,16,14,
,,Triassic,Late Triassic,Carnian,231.10,0.707642,0.707626,0.707658,16,14,
,,Triassic,Late Triassic,Carnian,231.15,0.707641,0.707625,0.707657,16,14,
,,Triassic,Late Triassic,Carnian,231.20,0.707641,0.707624,0.707657,16,14,
,,Triassic,Late Triassic,Carnian,231.25,0.707640,0.707624,0.707656,16,14,
,,Triassic,Late Triassic,Carnian,231.30,0.707639,0.707623,0.707655,16,14,
,,Triassic,Late Triassic,Carnian,231.35,0.707638,0.707622,0.707655,16,14,
,,Triassic,Late Triassic,Carnian,231.40,0.707638,0.707621,0.707654,17,14,
,,Triassic,Late Triassic,Carnian,231.45,0.707637,0.707620,0.707654,17,14,
,,Triassic,Late Triassic,Carnian,231.50,0.707636,0.707619,0.707653,17,14,
,,Triassic,Late Triassic,Carnian,231.55,0.707636,0.707619,0.707653,17,15,
,,Triassic,Late Triassic,Carnian,231.60,0.707635,0.707618,0.707652,17,15,
,,Triassic,Late Triassic,Carnian,231.65,0.707634,0.707617,0.707651,17,14,
,,Triassic,Late Triassic,Carnian,231.70,0.707633,0.707616,0.707651,17,14,
,,Triassic,Late Triassic,Carnian,231.75,0.707633,0.707615,0.707650,17,14,
,,Triassic,Late Triassic,Carnian,231.80,0.707632,0.707615,0.707649,17,15,
,,Triassic,Late Triassic,Carnian,231.85,0.707631,0.707614,0.707648,17,15,
,,Triassic,Late Triassic,Carnian,231.90,0.707630,0.707613,0.707648,17,15,
,,Triassic,Late Triassic,Carnian,231.95,0.707630,0.707613,0.707647,17,14,
,,Triassic,Late Triassic,Carnian,232.00,0.707629,0.707612,0.707646,17,14,
,,Triassic,Late Triassic,Carnian,232.05,0.707628,0.707611,0.707645,17,14,
,,Triassic,Late Triassic,Carnian,232.10,0.707628,0.707611,0.707644,17,14,
,,Triassic,Late Triassic,Carnian,232.15,0.707627,0.707610,0.707644,17,14,
,,Triassic,Late Triassic,Carnian,232.20,0.707626,0.707610,0.707643,17,14,
,,Triassic,Late Triassic,Carnian,232.25,0.707625,0.707609,0.707642,16,14,
,,Triassic,Late Triassic,Carnian,232.30,0.707625,0.707608,0.707641,16,14,
,,Triassic,Late Triassic,Carnian,232.35,0.707624,0.707608,0.707640,16,14,
,,Triassic,Late Triassic,Carnian,232.40,0.707623,0.707607,0.707639,16,14,
,,Triassic,Late Triassic,Carnian,232.45,0.707623,0.707607,0.707638,16,14,
,,Triassic,Late Triassic,Carnian,232.50,0.707622,0.707606,0.707638,16,14,
,,Triassic,Late Triassic,Carnian,232.55,0.707621,0.707606,0.707637,16,14,
,,Triassic,Late Triassic,Carnian,232.60,0.707621,0.707605,0.707636,16,14,
,,Triassic,Late Triassic,Carnian,232.65,0.707620,0.707604,0.707635,15,14,
,,Triassic,Late Triassic,Carnian,232.70,0.707619,0.707604,0.707635,15,13,
,,Triassic,Late Triassic,Carnian,232.75,0.707619,0.707603,0.707634,15,13,
,,Triassic,Late Triassic,Carnian,232.80,0.707618,0.707603,0.707633,15,13,
,,Triassic,Late Triassic,Carnian,232.85,0.707617,0.707602,0.707632,15,13,
,,Triassic,Late Triassic,Carnian,232.90,0.707617,0.707601,0.707632,15,13,
,,Triassic,Late Triassic,Carnian,232.95,0.707616,0.707601,0.707631,15,13,
,,Triassic,Late Triassic,Carnian,233.00,0.707615,0.707600,0.707630,15,13,
,,Triassic,Late Triassic,Carnian,233.05,0.707615,0.707599,0.707630,15,12,
,,Triassic,Late Triassic,Carnian,233.10,0.707614,0.707599,0.707629,15,12,
,,Triassic,Late Triassic,Carnian,233.15,0.707613,0.707598,0.707629,15,12,
,,Triassic,Late Triassic,Carnian,233.20,0.707613,0.707597,0.707628,15,12,
,,Triassic,Late Triassic,Carnian,233.25,0.707612,0.707597,0.707628,16,12,
,,Triassic,Late Triassic,Carnian,233.30,0.707612,0.707596,0.707627,16,12,
,,Triassic,Late Triassic,Carnian,233.35,0.707611,0.707595,0.707627,16,13,
,,Triassic,Late Triassic,Carnian,233.40,0.707610,0.707595,0.707626,16,13,
,,Triassic,Late Triassic,Carnian,233.45,0.707610,0.707594,0.707626,16,14,
,,Triassic,Late Triassic,Carnian,233.50,0.707609,0.707593,0.707625,16,15,
,,Triassic,Late Triassic,Carnian,233.55,0.707608,0.707592,0.707624,16,15,
,,Triassic,Late Triassic,Carnian,233.60,0.707607,0.707591,0.707624,16,16,
,,Triassic,Late Triassic,Carnian,233.65,0.707607,0.707590,0.707623,16,16,
,,Triassic,Late Triassic,Carnian,233.70,0.707606,0.707589,0.707622,17,16,
,,Triassic,Late Triassic,Carnian,233.75,0.707605,0.707588,0.707621,17,16,
,,Triassic,Late Triassic,Carnian,233.80,0.707604,0.707587,0.707621,17,15,
,,Triassic,Late Triassic,Carnian,233.85,0.707603,0.707586,0.707620,17,14,
,,Triassic,Late Triassic,Carnian,233.90,0.707603,0.707586,0.707619,17,13,
,,Triassic,Late Triassic,Carnian,233.95,0.707602,0.707585,0.707619,17,13,
,,Triassic,Late Triassic,Carnian,234.00,0.707602,0.707585,0.707618,17,12,
,,Triassic,Late Triassic,Carnian,234.05,0.707601,0.707585,0.707618,17,12,
,,Triassic,Late Triassic,Carnian,234.10,0.707601,0.707584,0.707617,17,12,
,,Triassic,Late Triassic,Carnian,234.15,0.707600,0.707583,0.707616,16,12,
,,Triassic,Late Triassic,Carnian,234.20,0.707599,0.707583,0.707616,16,12,
,,Triassic,Late Triassic,Carnian,234.25,0.707599,0.707583,0.707615,16,13,
,,Triassic,Late Triassic,Carnian,234.30,0.707598,0.707582,0.707614,16,13,
,,Triassic,Late Triassic,Carnian,234.35,0.707597,0.707581,0.707613,16,13,
,,Triassic,Late Triassic,Carnian,234.40,0.707596,0.707581,0.707612,16,14,
,,Triassic,Late Triassic,Carnian,234.45,0.707596,0.707580,0.707612,16,13,
,,Triassic,Late Triassic,Carnian,234.50,0.707595,0.707579,0.707611,16,13,
,,Triassic,Late Triassic,Carnian,234.55,0.707594,0.707579,0.707610,16,12,
,,Triassic,Late Triassic,Carnian,234.60,0.707594,0.707578,0.707609,16,11,
,,Triassic,Late Triassic,Carnian,234.65,0.707593,0.707578,0.707609,16,10,
,,Triassic,Late Triassic,Carnian,234.70,0.707593,0.707577,0.707608,15,9,
,,Triassic,Late Triassic,Carnian,234.75,0.707592,0.707577,0.707608,15,8,
,,Triassic,Late Triassic,Carnian,234.80,0.707592,0.707577,0.707607,15,7,
,,Triassic,Late Triassic,Carnian,234.85,0.707592,0.707577,0.707607,15,6,
,,Triassic,Late Triassic,Carnian,234.90,0.707592,0.707577,0.707607,15,5,
,,Triassic,Late Triassic,Carnian,234.95,0.707591,0.707576,0.707606,15,4,
,,Triassic,Late Triassic,Carnian,235.00,0.707591,0.707576,0.707606,15,3,
,,Triassic,Late Triassic,Carnian,235.05,0.707591,0.707576,0.707606,15,3,
,,Triassic,Late Triassic,Carnian,235.10,0.707591,0.707576,0.707606,15,2,
,,Triassic,Late Triassic,Carnian,235.15,0.707591,0.707576,0.707606,15,1,
,,Triassic,Late Triassic,Carnian,235.20,0.707591,0.707576,0.707606,15,1,
,,Triassic,Late Triassic,Carnian,235.25,0.707591,0.707576,0.707606,15,0,
,,Triassic,Late Triassic,Carnian,235.30,0.707591,0.707576,0.707606,15,0,
,,Triassic,Late Triassic,Carnian,235.35,0.707591,0.707576,0.707606,15,-1,
,,Triassic,Late Triassic,Carnian,235.40,0.707591,0.707576,0.707606,15,-1,
,,Triassic,Late Triassic,Carnian,235.45,0.707591,0.707577,0.707606,15,-2,
,,Triassic,Late Triassic,Carnian,235.50,0.707591,0.707577,0.707606,14,-2,
,,Triassic,Late Triassic,Carnian,235.55,0.707591,0.707577,0.707606,14,-3,
,,Triassic,Late Triassic,Carnian,235.60,0.707592,0.707577,0.707606,14,-3,
,,Triassic,Late Triassic,Carnian,235.65,0.707592,0.707578,0.707606,14,-4,
,,Triassic,Late Triassic,Carnian,235.70,0.707592,0.707578,0.707606,14,-4,
,,Triassic,Late Triassic,Carnian,235.75,0.707592,0.707578,0.707606,14,-5,
,,Triassic,Late Triassic,Carnian,235.80,0.707592,0.707578,0.707607,14,-5,
,,Triassic,Late Triassic,Carnian,235.85,0.707593,0.707579,0.707607,14,-5,
,,Triassic,Late Triassic,Carnian,235.90,0.707593,0.707579,0.707607,14,-6,
,,Triassic,Late Triassic,Carnian,235.95,0.707593,0.707579,0.707608,14,-6,
,,Triassic,Late Triassic,Carnian,236.00,0.707594,0.707579,0.707608,14,-7,
,,Triassic,Late Triassic,Carnian,236.05,0.707594,0.707580,0.707609,14,-7,
,,Triassic,Late Triassic,Carnian,236.10,0.707594,0.707580,0.707609,15,-7,
,,Triassic,Late Triassic,Carnian,236.15,0.707595,0.707580,0.707610,15,-8,
,,Triassic,Late Triassic,Carnian,236.20,0.707595,0.707580,0.707610,15,-8,
,,Triassic,Late Triassic,Carnian,236.25,0.707596,0.707580,0.707611,15,-8,
,,Triassic,Late Triassic,Carnian,236.30,0.707596,0.707581,0.707611,15,-9,
,,Triassic,Late Triassic,Carnian,236.35,0.707596,0.707581,0.707612,15,-9,
,,Triassic,Late Triassic,Carnian,236.40,0.707597,0.707581,0.707612,16,-10,
,,Triassic,Late Triassic,Carnian,236.45,0.707597,0.707582,0.707613,16,-11,
,,Triassic,Late Triassic,Carnian,236.50,0.707598,0.707582,0.707614,16,-12,
,,Triassic,Late Triassic,Carnian,236.55,0.707599,0.707583,0.707615,16,-13,
,,Triassic,Late Triassic,Carnian,236.60,0.707599,0.707583,0.707615,16,-14,
,,Triassic,Late Triassic,Carnian,236.65,0.707600,0.707584,0.707616,16,-14,
,,Triassic,Late Triassic,Carnian,236.70,0.707601,0.707585,0.707617,16,-15,
,,Triassic,Late Triassic,Carnian,236.75,0.707602,0.707586,0.707618,16,-16,
,,Triassic,Late Triassic,Carnian,236.80,0.707603,0.707587,0.707619,16,-16,
,,Triassic,Late Triassic,Carnian,236.85,0.707603,0.707587,0.707620,16,-16,
,,Triassic,Late Triassic,Carnian,236.90,0.707604,0.707588,0.707620,16,-16,
,,Triassic,Late Triassic,Carnian,236.95,0.707605,0.707589,0.707621,16,-16,
,,Triassic,Late Triassic,"Carnian,  base = 237.0",237.00,0.707606,0.707590,0.707622,16,-16,
,,Triassic,Middle Triassic,Landinian,237.05,0.707606,0.707590,0.707622,16,-16,
,,Triassic,Middle Triassic,Landinian,237.10,0.707607,0.707591,0.707623,16,-16,
,,Triassic,Middle Triassic,Landinian,237.15,0.707608,0.707592,0.707624,16,-17,
,,Triassic,Middle Triassic,Landinian,237.20,0.707609,0.707593,0.707625,16,-17,
,,Triassic,Middle Triassic,Landinian,237.25,0.707610,0.707594,0.707626,16,-18,
,,Triassic,Middle Triassic,Landinian,237.30,0.707611,0.707595,0.707627,16,-19,
,,Triassic,Middle Triassic,Landinian,237.35,0.707612,0.707596,0.707628,16,-19,
,,Triassic,Middle Triassic,Landinian,237.40,0.707613,0.707597,0.707629,16,-20,
,,Triassic,Middle Triassic,Landinian,237.45,0.707614,0.707598,0.707630,16,-20,
,,Triassic,Middle Triassic,Landinian,237.50,0.707615,0.707599,0.707630,16,-21,
,,Triassic,Middle Triassic,Landinian,237.55,0.707616,0.707600,0.707631,16,-21,
,,Triassic,Middle Triassic,Landinian,237.60,0.707617,0.707601,0.707632,16,-21,
,,Triassic,Middle Triassic,Landinian,237.65,0.707618,0.707603,0.707633,15,-22,
,,Triassic,Middle Triassic,Landinian,237.70,0.707619,0.707604,0.707634,15,-22,
,,Triassic,Middle Triassic,Landinian,237.75,0.707620,0.707605,0.707635,15,-22,
,,Triassic,Middle Triassic,Landinian,237.80,0.707621,0.707606,0.707637,15,-22,
,,Triassic,Middle Triassic,Landinian,237.85,0.707622,0.707607,0.707638,15,-23,
,,Triassic,Middle Triassic,Landinian,237.90,0.707624,0.707609,0.707639,15,-23,
,,Triassic,Middle Triassic,Landinian,237.95,0.707625,0.707610,0.707640,15,-23,
,,Triassic,Middle Triassic,Landinian,238.00,0.707626,0.707611,0.707641,15,-23,
,,Triassic,Middle Triassic,Landinian,238.05,0.707627,0.707612,0.707642,15,-23,
,,Triassic,Middle Triassic,Landinian,238.10,0.707628,0.707614,0.707643,15,-23,
,,Triassic,Middle Triassic,Landinian,238.15,0.707629,0.707615,0.707644,15,-24,
,,Triassic,Middle Triassic,Landinian,238.20,0.707631,0.707616,0.707645,15,-24,
,,Triassic,Middle Triassic,Landinian,238.25,0.707632,0.707617,0.707646,14,-24,
,,Triassic,Middle Triassic,Landinian,238.30,0.707633,0.707619,0.707647,14,-24,
,,Triassic,Middle Triassic,Landinian,238.35,0.707634,0.707620,0.707649,14,-24,
,,Triassic,Middle Triassic,Landinian,238.40,0.707635,0.707621,0.707650,14,-25,
,,Triassic,Middle Triassic,Landinian,238.45,0.707637,0.707622,0.707651,14,-25,
,,Triassic,Middle Triassic,Landinian,238.50,0.707638,0.707624,0.707652,14,-25,
,,Triassic,Middle Triassic,Landinian,238.55,0.707639,0.707625,0.707654,14,-26,
,,Triassic,Middle Triassic,Landinian,238.60,0.707641,0.707626,0.707655,14,-26,
,,Triassic,Middle Triassic,Landinian,238.65,0.707642,0.707628,0.707656,14,-26,
,,Triassic,Middle Triassic,Landinian,238.70,0.707643,0.707629,0.707658,14,-26,
,,Triassic,Middle Triassic,Landinian,238.75,0.707645,0.707630,0.707659,15,-27,
,,Triassic,Middle Triassic,Landinian,238.80,0.707646,0.707631,0.707661,15,-27,
,,Triassic,Middle Triassic,Landinian,238.85,0.707647,0.707632,0.707662,15,-28,
,,Triassic,Middle Triassic,Landinian,238.90,0.707649,0.707634,0.707663,15,-29,
,,Triassic,Middle Triassic,Landinian,238.95,0.707650,0.707635,0.707665,15,-30,
,,Triassic,Middle Triassic,Landinian,239.00,0.707652,0.707636,0.707667,15,-31,
